IATA,ICAO,Name,Country,City,UTC,Latitude,Longitude
AUC,SKUC,Santiago Perez Airport,Colombia,Arauca,,,
AUD,YAGD,Augustus Downs Airport,Australia,,,,
AUE,,Abu Rudeis Airport,Egypt,Ras Abu Rudeis,,,
AUF,LFLA,Auxerre Branches airport,France,Auxerre,,,
AUG,KAUG,Augusta State Airport,United States of America,Augusta,,,
AUH,OMAA,Zayed International Airport,United Arab Emirates,Abu Dhabi,,,
AUI,,Aua Island Airport,Papua New Guinea,Aua Island,,,
AUJ,,Ambunti Airport,Papua New Guinea,Ambunti,,,
AUK,PAUK,Alakanuk Airport,United States of America,Alakanuk,,,
AUL,,Aur Island Airport,Marshall Islands,Aur Atoll,,,
AUM,KAUM,Austin Municipal Airport,United States of America,Austin,,,
AUN,KAUN,Auburn Municipal Airport,United States of America,Auburn,,,
AUO,KAUO,Auburn University Regional Airport,United States of America,Auburn,,,
AUP,,Agaun Airport,Papua New Guinea,,,,
AUQ,NTMN,Hiva Oa-Atuona Airport,French Polynesia,Hiva Oa Island,,,
AUR,LFLW,Aurillac airport,France,Aurillac,,,
AUS,KAUS,Austin Bergstrom International Airport,United States of America,Austin,,,
AUT,WPAT,Atauro Airport,East Timor,Vila,,,
AUU,YAUR,Aurukun Airport,Australia,Aurukun,,,
AUV,,Aumo Airport,Papua New Guinea,Aumo,,,
AUW,KAUW,Wausau Downtown Airport,United States of America,Wausau,,,
AUX,SWGN,Araguaína Airport,Brazil,Araguaína,,,
AUY,NVVA,Aneityum Airport,Vanuatu,Anatom Island,,,
AUZ,KARR,Aurora Municipal Airport,United States of America,Chicago/Aurora,,,
AVA,ZUAS,Anshun Huangguoshu Airport,China,Anshun (Xixiu),,,
AVG,YAUV,Auvergne Airport,Australia,Auvergne Station,,,
AVI,MUCA,Máximo Gómez Airport,Cuba,Ciro Redondo,,,
AVK,ZMAH,Arvaikheer Airport,Mongolia,Arvaikheer,,,
AVL,KAVL,Asheville Regional Airport,United States of America,Asheville,,,
AVN,LFMV,Avignon Caumont airport,France,Avignon,,,
AVO,KAVO,Avon Park Executive Airport,United States of America,Avon Park,,,
AVP,KAVP,Wilkes-Barre/Scranton International Airport,United States of America,Wilkes-Barre/Scranton,,,
AVU,AGGJ,Avu Avu Airport,Solomon Islands,Avu Avu,,,
AVV,YMAV,Melbourne Avalon International Airport,Australia,Geelong/Melbourne,,,
AVW,KAVQ,Marana Regional Airport,United States of America,Marana,,,
AVX,KAVX,Catalina Airport,United States of America,Avalon,,,
AWA,HALA,Hawassa International Airport,Ethiopia,Hawassa,,,
AWB,,Awaba Airport,Papua New Guinea,Awaba,,,
AWD,NVVB,Aniwa Airport,Vanuatu,Aniwa,,,
AWE,,Alowe Airport,Gabon,Wonga Wongué Presidential Reserve,,,
AWK,PWAK,Wake Island Airfield,United States Minor Outlying Islands,Wake Island,,,
AWM,KAWM,West Memphis Municipal Airport,United States of America,West Memphis,,,
AWN,YADS,Alton Downs Airport,Australia,,,,
AWP,YAUS,Austral Downs Airport,Australia,,,,
AWZ,OIAW,Qasem Soleimani International Airport,Iran,Ahvaz,,,
AXA,TQPF,Clayton J. Lloyd International Airport,Anguilla,The Valley,,,
AXB,,Maxson Airfield,United States of America,Alexandria Bay,,,
AXC,YAMC,Aramac Airport,Australia,,,,
AXD,LGAL,Alexandroupoli Democritus Airport,Greece,Alexandroupolis,,,
AXE,SSXX,Xanxerê Airport,Brazil,Xanxerê,,,
AXF,,Alxa Left Banner Bayanhot Airport,China,Bayanhot,,,
AXG,KAXA,Algona Municipal Airport,United States of America,Algona,,,
AXJ,RJDA,Amakusa Airport,Japan,Amakusa,,,
AXK,OYAT,Ataq Airport,Yemen,Ataq,,,
AXL,YALX,Alexandria Homestead Airport,Australia,,,,
AXM,SKAR,El Eden Airport,Colombia,Armenia,,,
AXN,KAXN,Chandler Field,United States of America,Alexandria,,,
AXP,MYAP,Spring Point Airport,Bahamas,Spring Point,,,
AXR,NTGU,Arutua Airport,French Polynesia,,,,
AXS,KAXS,Altus Quartz Mountain Regional Airport,United States of America,Altus,,,
AXT,RJSK,Akita Airport,Japan,Akita,,,
AXU,HAAX,Axum Airport,Ethiopia,Axum,,,
AXV,KAXV,Neil Armstrong Airport,United States of America,Wapakoneta,,,
AXX,KAXX,Angel Fire Airport,United States of America,Angel Fire,,,
AYA,,Ayapel Airport,Colombia,Ayapel,,,
AYC,,Ayacucho Airport,Colombia,Ayacucho,,,
AYD,,Alroy Downs Airport,Australia,Alroy Downs,,,
AYG,SKYA,Yaguara Airport,Colombia,San Vicente Del Caguán,,,
AYI,,Yari Airport,Colombia,Yari,,,
AYJ,,Maharshi Valmiki International Airport,India,Faizabad,,,
AYK,UAUR,Arkalyk North Airport,Kazakhstan,Arkalyk,,,
AYL,YANL,Anthony Lagoon Airport,Australia,,,,
AYN,ZHAY,Anyang Yindu Airport,China,Anyang,,,
AYO,SGAY,Aeropuerto Nacional Juan de Ayolas,Paraguay,Ayolas,,,
AYP,SPHO,Air Force Colonel Alfredo Mendivil Duarte Airport,Peru,Ayacucho,,,
AYQ,YAYE,Ayers Rock Connellan Airport,Australia,Yulara,,,
AYR,YAYR,Ayr Airport,Australia,Ayr,,,
AYS,KAYS,Waycross Ware County Airport,United States of America,Waycross,,,
AYT,LTAI,Antalya International Airport,Turkey,Antalya,,,
AYU,,Aiyura Airport,Papua New Guinea,Aiyura Valley,,,
AYW,,Ayawasi Airport,Indonesia,Ayawasi,,,
AYX,SPAY,Teniente General Gerardo Pérez Pinedo Airport,Peru,Atalaya,,,
AZA,KIWA,Mesa Gateway Airport,United States of America,Mesa,,,
AZB,,Amazon Bay Airport,Papua New Guinea,,,,
AZD,OIYY,Shahid Sadooghi Airport,Iran,Yazd,,,
AZG,,Apatzingán - Pablo L. Sidar Airport,Mexico,Apatzingán,,,
AZI,OMAD,Al Bateen Executive Airport,United Arab Emirates,Abu Dhabi,,,
AZL,SWTU,Fazenda Tucunaré Airport,Brazil,Sapezal,,,
AZN,UTKA,Andijan International Airport,Uzbekistan,Andijan,,,
AZO,KAZO,Kalamazoo/Battle Creek International Airport,United States of America,Kalamazoo,,,
AZP,MMJC,Jorge Jiménez Cantú National Airport,Mexico,Atizapán de Zaragoza,,,
AZR,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,Algeria,Adrar,,,
AZS,MDCY,Samaná El Catey International Airport,Dominican Republic,Samana,,,
AZT,,Zapatoca Airport,Colombia,Zapatoca,,,
AZZ,FNAM,Ambriz Airport,Angola,Ambriz,,,
BAA,,Bialla Airport,Papua New Guinea,"Bialla, Matalilu, Ewase",,,
BAB,KBAB,Beale Air Force Base,United States of America,Beale Air Force Base,,,
BAC,,Barranca De Upia Airport,Colombia,Barranca De Upia,,,
BAD,KBAD,Barksdale Air Force Base,United States of America,Bossier City,,,
BAE,LFMR,Barcelonnette - Saint-Pons Airfield,France,"Saint-Pons, Alpes-de-Haute-Provence",,,
BAF,KBAF,Westfield-Barnes Regional Airport,United States of America,Westfield,,,
BAG,RPUB,Loakan Airport,Philippines,Baguio,,,
BAH,OBBI,Bahrain International Airport,Bahrain,Manama,,,
BAI,MRBA,Buenos Aires Airport,Costa Rica,Punta Arenas,,,
BAJ,,Bali Airport,Papua New Guinea,Unea Island,,,
BAL,LTCJ,Batman Airport,Turkey,Batman,,,
BAM,KBAM,Battle Mountain Airport,United States of America,Battle Mountain,,,
BAN,FZVR,Basongo Airport,Democratic Republic of the Congo,Basongo,,,
BAQ,SKBQ,Ernesto Cortissoz International Airport,Colombia,Barranquilla,,,
BAR,ZJQH,Qionghai Bo'ao Airport,China,Qionghai (Basuo),,,
BAS,AGGE,Ballalae Airport,Solomon Islands,Ballalae,,,
BAT,SBBT,Chafei Amsei Airport,Brazil,Barretos,,,
BAU,SBBU,Bauru Airport,Brazil,Bauru,,,
BAV,ZBOW,Baotou Donghe International Airport,China,Baotou,,,
BAX,UNBB,Barnaul Gherman Titov International Airport,Russia,Barnaul,,,
BAY,LRBM,Maramureș International Airport,Romania,Tăuții-Măgherăuș,,,
BAZ,SWBC,Barcelos Airport,Brazil,Barcelos,,,
BBA,SCBA,Balmaceda Airport,Chile,Balmaceda,,,
BBB,KBBB,Benson Municipal Airport,United States of America,Benson,,,
BBC,KBYY,Bay City Regional Airport,United States of America,Bay City,,,
BBD,KBBD,Curtis Field,United States of America,Brady,,,
BBG,NGTU,Butaritari Airport,Kiribati,Butaritari,,,
BBH,EDBH,Stralsund-Barth Airport,Germany,Barth,,,
BBI,VEBS,Biju Patnaik International Airport,India,Bhubaneswar,,,
BBJ,EDRB,Bitburg Airport,Germany,Bitburg,,,
BBK,FBKE,Kasane International Airport,Botswana,Kasane,,,
BBL,YLLE,Ballera Airport,Australia,,,,
BBM,VDBG,Battambang Airport,Cambodia,Battambang,,,
BBN,WBGZ,Bario Airport,Malaysia,Bario,,,
BBO,HCMI,Berbera Airport,Somalia,Berbera,,,
BBP,EGHJ,Bembridge Airport,United Kingdom,"Bembridge, Isle of Wight",,,
BBQ,,Burton-Nibbs International Airport,Antigua and Barbuda,Codrington,,,
BBR,TFFB,Basse-Terre Baillif Airport,Guadeloupe,Basse-Terre,,,
BBS,EGLK,Blackbushe Airport,United Kingdom,"Camberley, Surrey",,,
BBT,FEFT,Berbérati Airport,Central African Republic,Berbérati,,,
BBU,LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,Romania,Bucharest,,,
BBV,DIGN,Nero-Mer Airport,Ivory Coast,Grand-Béréby,,,
BBW,KBBW,Broken Bow Municipal Airport,United States of America,Broken Bow,,,
BBX,KLOM,Wings Field,United States of America,Philadelphia,,,
BBY,FEFM,Bambari Airport,Central African Republic,Bambari,,,
BBZ,FLZB,Zambezi Airport,Zambia,Zambezi,,,
BCA,MUBA,Gustavo Rizo Airport,Cuba,Baracoa,,,
BCB,KBCB,Virginia Tech Montgomery Executive Airport,United States of America,Blacksburg,,,
BCC,,Bear Creek 3 Airport,United States of America,Bear Creek,,,
BCD,RPVB,Bacolod-Silay International Airport,Philippines,Bacolod City,,,
BCE,KBCE,Bryce Canyon Airport,United States of America,Bryce Canyon,,,
BCF,FEGU,Bouca Airport,Central African Republic,Bouca,,,
BCG,,Bemichi Airport,Guyana,Kumaka,,,
BCH,WPEC,Baucau Airport,East Timor,Baucau,,,
BCI,YBAR,Barcaldine Airport,Australia,Barcaldine,,,
BCK,YBWR,Bolwarra Airport,Australia,,,,
BCL,MRBC,Barra del Colorado Airport,Costa Rica,Pococi,,,
BCM,LRBC,Bacău George Enescu International Airport,Romania,Bacău,,,
BCN,LEBL,Josep Tarradellas Barcelona-El Prat Airport,Spain,Barcelona,,,
BCO,HAJK,Jinka Airport,Ethiopia,Jinka,,,
BCP,,Bambu Airport,Papua New Guinea,Bambu,,,
BCQ,,Brak Airport,Libya,Brak,,,
BCR,SWNK,Novo Campo Airport,Brazil,Boca do Acre,,,
BCS,,Southern Seaplane Airport,United States of America,Belle Chasse,,,
BCT,KBCT,Boca Raton Airport,United States of America,Boca Raton,,,
BCU,DNBC,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Nigeria,Bauchi,,,
BCV,,Hector Silva Airstrip,Belize,Belmopan,,,
BCW,,Benguera Island Airport,Mozambique,Benguera Island,,,
BCX,UWUB,Beloretsk Airport,Russia,Beloretsk,,,
BCZ,,Milyakburra Airport,Australia,Bickerton Island,,,
BDA,TXKF,L.F. Wade International Airport,Bermuda,Hamilton,,,
BDB,YBUD,Bundaberg Airport,Australia,Bundaberg,,,
BDC,SNBC,Barra do Corda Airport,Brazil,Barra do Corda,,,
BDD,YBAU,Badu Island Airport,Australia,Badu Island,,,
BDE,KBDE,Baudette International Airport,United States of America,Baudette,,,
BDF,,Rinkenberger Restricted Landing Area,United States of America,Bradford,,,
BDG,KBDG,Blanding Municipal Airport,United States of America,Blanding,,,
BDH,OIBL,Bandar Lengeh International Airport,Iran,Bandar Lengeh,,,
BDI,FSSB,Bird Island Airport,Seychelles,Bird Island,,,
BDJ,WAOO,Syamsudin Noor International Airport,Indonesia,Banjarbaru,,,
BDK,DIBU,Soko Airport,Ivory Coast,Bondoukou,,,
BDL,KBDL,Bradley International Airport,United States of America,Hartford,,,
BDM,LTBG,Bandırma Airport,Turkey,Bandırma,,,
BDN,OPTH,Talhar Airport,Pakistan,Badin,,,
BDO,WICC,Husein Sastranegara International Airport,Indonesia,Bandung,,,
BDP,VNCG,Bhadrapur Airport,Nepal,Bhadrapur,,,
BDQ,VABO,Vadodara International Airport,India,Vadodara,,,
BDR,KBDR,Igor I Sikorsky Memorial Airport,United States of America,Bridgeport,,,
BDS,LIBR,Brindisi Airport,Italy,Brindisi,,,
BDT,FZFD,Gbadolite Airport,Democratic Republic of the Congo,Gbadolite,,,
BDU,ENDU,Bardufoss Airport,Norway,Målselv,,,
BDV,FZRB,Moba Airport,Democratic Republic of the Congo,Moba,,,
BDW,YBDF,Bedford Downs Airport,Australia,,,,
BDX,,Broadus Airport,United States of America,Broadus,,,
BDY,,Bandon State Airport,United States of America,Bandon,,,
BDZ,,Baindoung Airport,Papua New Guinea,,,,
BEB,EGPL,Benbecula Airport,United Kingdom,Balivanich,,,
BEC,KBEC,Beech Factory Airport,United States of America,Wichita,,,
BED,KBED,Laurence G Hanscom Field,United States of America,Bedford,,,
BEE,YBGB,Beagle Bay Airport,Australia,Dampier Peninsula,,,
BEF,MNBL,Bluefields Airport,Nicaragua,Bluefields,,,
BEG,LYBE,Belgrade Nikola Tesla Airport,Serbia,Belgrade,,,
BEH,KBEH,Southwest Michigan Regional Airport,United States of America,Benton Harbor,,,
BEI,HABE,Beica Airport,Ethiopia,Beica,,,
BEJ,WAQT,Kalimarau Airport,Indonesia,Tanjung Redeb - Borneo Island,,,
BEK,VIBY,Bareilly Air Force Station,India,Bareilly,,,
BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Brazil,Belém,,,
BEM,GMMD,Beni Mellal Airport,Morocco,Oulad Yaich,,,
BEN,HLLB,Benina International Airport,Libya,Benina,,,
BEP,VOBI,Bellary Airport,India,Bellary,,,
BEQ,EGXH,RAF Honington,United Kingdom,"Bury Saint Edmunds, Suffolk",,,
BER,EDDB,Berlin Brandenburg Airport,Germany,Berlin,,,
BES,LFRB,Brest Bretagne airport,France,Brest,,,
BET,PABE,Bethel Airport,United States of America,Bethel,,,
BEU,YBIE,Bedourie Airport,Australia,Bedourie,,,
BEV,LLBS,Beersheba (Teyman) Airport,Israel,Beersheba,,,
BEW,FQBR,Beira International Airport,Mozambique,Beira,,,
BEX,EGUB,RAF Benson,United Kingdom,"Wallingford, Oxfordshire",,,
BEY,OLBA,Beirut Rafic Hariri International Airport,Lebanon,Beirut,,,
BEZ,NGBR,Beru Airport,Kiribati,Beru,,,
BFA,,Aeródromo de Bahía Negra,Paraguay,Bahía Negra,,,
BFC,YBMD,Bloomfield River Airport,Australia,,,,
BFD,KBFD,Bradford Regional Airport,United States of America,Bradford,,,
BFE,EDLI,Bielefeld Airport,Germany,Bielefeld,,,
BFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport,United States of America,Scottsbluff,,,
BFG,,Bullfrog Basin Airport,United States of America,Bullfrog,,,
BFH,SBBI,Bacacheri Airport,Brazil,Curitiba,,,
BFI,KBFI,King County International Airport - Boeing Field,United States of America,Seattle,,,
BFJ,ZUBJ,Bijie Feixiong Airport,China,Bijie,,,
BFK,KBKF,Buckley Space Force Base,United States of America,Aurora,,,
BFL,KBFL,Meadows Field,United States of America,Bakersfield,,,
BFM,KBFM,Mobile Downtown Airport,United States of America,Mobile,,,
BFN,FABL,Bram Fischer International Airport,South Africa,Bloemfontein,,,
BFO,FVCZ,Buffalo Range Airport,Zimbabwe,Chiredzi,,,
BFP,KBVI,Beaver County Airport,United States of America,Beaver Falls,,,
BFQ,,Bahia Piña Airport,Panama,Puerto Piña,,,
BFR,KBFR,Virgil I Grissom Municipal Airport,United States of America,Bedford,,,
BFS,EGAA,Belfast International Airport,United Kingdom,Belfast,,,
BFT,KARW,Beaufort Executive Airport,United States of America,Beaufort,,,
BFU,ZSBB,Bengbu Renheji Airport,China,Bengbu,,,
BFV,VTUO,Buri Ram Airport,Thailand,Buriram,,,
BFW,DAOS,Sidi Bel Abbes Airport,Algeria,Sidi Bel Abbès,,,
BFX,FKKU,Bafoussam Airport,Cameroon,Bafoussam,,,
BFY,,Bengbu Tenghu Airport,China,Bengbu,,,
BGA,SKBG,Palonegro Airport,Colombia,Bucaramanga,,,
BGB,FOGB,Booue Airport,Gabon,Booue,,,
BGC,LPBG,Bragança Airport,Portugal,Bragança,,,
BGD,KBGD,Hutchinson County Airport,United States of America,Borger,,,
BGE,KBGE,Decatur County Industrial Air Park,United States of America,Bainbridge,,,
BGF,FEFF,Bangui M'Poko International Airport,Central African Republic,Bangui,,,
BGG,LTCU,Bingöl Airport,Turkey,Bingöl,,,
BGH,GQNE,Abbaye Airport,Mauritania,Boghe,,,
BGI,TBPB,Grantley Adams International Airport,Barbados,Bridgetown,,,
BGJ,BIBF,Borgarfjörður eystri Airport,Iceland,Borgarfjörður eystri,,,
BGK,,Big Creek Airport,Belize,Big Creek,,,
BGL,VNBL,Baglung Airport,Nepal,Baglung,,,
BGM,KBGM,Greater Binghamton/Edwin A Link field,United States of America,Binghamton,,,
BGN,UESG,Belaya Gora Airport,Russia,Belaya Gora,,,
BGO,ENBR,"Bergen Airport, Flesland",Norway,Bergen,,,
BGQ,PAGQ,Big Lake Airport,United States of America,Big Lake,,,
BGR,KBGR,Bangor International Airport,United States of America,Bangor,,,
BGT,,Bagdad Airport,United States of America,Bagdad,,,
BGU,FEFG,Bangassou Airport,Central African Republic,Bangassou,,,
BGV,SSBG,Aeroclube de Bento Gonçalves Airport,Brazil,Bento Gonçalves,,,
BGW,ORBI,Baghdad International Airport / New Al Muthana Air Base,Iraq,Baghdad,,,
BGX,SBBG,Comandante Gustavo Kraemer Airport,Brazil,Bagé,,,
BGY,LIME,Il Caravaggio International Airport,Italy,Orio al Serio (BG),,,
BGZ,LPBR,Braga Municipal Aerodrome,Portugal,Braga,,,
BHA,SESV,Los Perales Airport,Ecuador,Bahía de Caraquez,,,
BHB,KBHB,Hancock County-Bar Harbor Airport,United States of America,Bar Harbor,,,
BHC,,Bhurban Heliport,Pakistan,Bhurban,,,
BHD,EGAC,George Best Belfast City Airport,United Kingdom,Belfast,,,
BHE,NZWB,Woodbourne Airport,New Zealand,Blenheim,,,
BHG,MHBL,Brus Laguna Airport,Honduras,Brus Laguna,,,
BHH,OEBH,Bisha Airport,Saudi Arabia,Bisha,,,
BHI,SAZB,Comandante Espora Airport,Argentina,Bahía Blanca,,,
BHJ,VABJ,Bhuj Airport,India,Bhuj,,,
BHK,UTSB,Bukhara International Airport,Uzbekistan,Bukhara,,,
BHL,,Bahía de los Ángeles Airport,Mexico,Ensenada,,,
BHM,KBHM,Birmingham-Shuttlesworth International Airport,United States of America,Birmingham,,,
BHN,OYBN,Beihan Airport,Yemen,Beihan,,,
BHO,VABP,Raja Bhoj International Airport,India,Bhopal,,,
BHP,VNBJ,Bhojpur Airport,Nepal,Bhojpur,,,
BHQ,YBHI,Broken Hill Airport,Australia,Broken Hill,,,
BHR,VNBP,Bharatpur Airport,Nepal,Bharatpur,,,
BHS,YBTH,Bathurst Airport,Australia,Bathurst,,,
BHT,,Brighton Downs Airport,Australia,Brighton Downs,,,
BHU,VABV,Bhavnagar Airport,India,Bhavnagar,,,
BHV,OPBW,Bahawalpur Airport,Pakistan,Bahawalpur,,,
BHW,OPBG,Bhagatanwala Airport,Pakistan,Bhagatanwala,,,
BHX,EGBB,Birmingham Airport,United Kingdom,"Birmingham, West Midlands",,,
BHY,ZGBH,Beihai Fucheng Airport,China,Beihai,,,
BIA,LFKB,Bastia-Poretta International airport,France,Bastia,,,
BIB,HCMB,Baidoa Airport,Somalia,Baidoa,,,
BIC,LFEA,Aérodrome de Belle Île,France,Bangor,,,
BID,KBID,Block Island State Airport,United States of America,Block Island,,,
BIE,KBIE,Beatrice Municipal Airport,United States of America,Beatrice,,,
BIF,KBIF,Biggs Army Air Field (Fort Bliss),United States of America,Fort Bliss/El Paso,,,
BIG,PABI,Allen Army Airfield,United States of America,Delta Junction Ft Greely,,,
BIH,KBIH,Eastern Sierra Regional Airport,United States of America,Bishop,,,
BII,,Bikini Atoll Airport,Marshall Islands,Bikini Atoll,,,
BIK,WABB,Frans Kaisiepo Airport,Indonesia,Biak,,,
BIL,KBIL,Billings Logan International Airport,United States of America,Billings,,,
BIM,MYBS,South Bimini Airport,Bahamas,South Bimini,,,
BIN,OABN,Bamyan Airport,Afghanistan,Bamyan,,,
BIO,LEBB,Bilbao Airport,Spain,Bilbao,,,
BIP,YBWM,Bulimba Airport,Australia,,,,
BIQ,LFBZ,Biarritz Pays Basque airport,France,Biarritz,,,
BIR,VNVT,Biratnagar Airport,Nepal,Biratnagar,,,
BIS,KBIS,Bismarck Municipal Airport,United States of America,Bismarck,,,
BIT,VNBT,Baitadi Airport,Nepal,Baitadi,,,
BIU,BIBD,Bildudalur Airport,Iceland,Bildudalur,,,
BIV,FEFR,Bria Airport,Central African Republic,Bria,,,
BIW,YBIL,Billiluna Airport,Australia,,,,
BIX,KBIX,Keesler Air Force Base,United States of America,Biloxi,,,
BIY,FABE,Bisho Airport,South Africa,Bisho,,,
BJA,DAAE,Soummam-Abane Ramdane Airport,Algeria,Béjaïa,,,
BJB,OIMN,Bojnord Airport,Iran,Bojnord,,,
BJC,KBJC,Rocky Mountain Metropolitan Airport,United States of America,Denver,,,
BJE,,Baleela Airport,Sudan,Baleela Base Camp,,,
BJF,ENBS,Båtsfjord Airport,Norway,Båtsfjord,,,
BJH,VNBG,Bajhang Airport,Nepal,Bajhang,,,
BJI,KBJI,Bemidji Regional Airport,United States of America,Bemidji,,,
BJJ,KBJJ,Wayne County Airport,United States of America,Wooster,,,
BJK,WAPK,Benjina Airport,Indonesia,Maikoor Island,,,
BJL,GBYD,Banjul International Airport,Gambia,Banjul (Yundum),,,
BJM,HBBA,Bujumbura Melchior Ndadaye International Airport,Burundi,Bujumbura,,,
BJO,SLBJ,Bermejo Airport,Bolivia,Bermejo,,,
BJP,SBBP,Estadual Arthur Siqueira Airport,Brazil,Bragança Paulista,,,
BJQ,,Bahja Airport,Oman,Bahja,,,
BJR,HABD,Bahir Dar Airport,Ethiopia,Bahir Dar,,,
BJU,VNBR,Bajura Airport,Nepal,Bajura,,,
BJV,LTFE,Milas Bodrum International Airport,Turkey,Bodrum,,,
BJW,WATB,Bajawa Soa (Turelelo) Airport,Indonesia,"Soa, Ngada",,,
BJX,MMLO,Guanajuato International Airport,Mexico,Silao,,,
BJZ,LEBZ,Badajoz Airport,Spain,Badajoz,,,
BKA,UNIB,Baykit Airport,Russia,Baykit,,,
BKB,VIBK,Nal Airport,India,Bikaner,,,
BKC,PABL,Buckland Airport,United States of America,Buckland,,,
BKD,KBKD,Stephens County Airport,United States of America,Breckenridge,,,
BKE,KBKE,Baker City Municipal Airport,United States of America,Baker City,,,
BKG,KBBG,Branson Airport,United States of America,Branson,,,
BKH,PHBK,Barking Sands Airport,United States of America,Kekaha,,,
BKI,WBKK,Kota Kinabalu International Airport,Malaysia,Kota Kinabalu,,,
BKJ,GUOK,Boké Baralande Airport,Guinea,Boké,,,
BKK,VTBS,Suvarnabhumi Airport,Thailand,Bangkok,,,
BKL,KBKL,Burke Lakefront Airport,United States of America,Cleveland,,,
BKM,WBGQ,Bakalalan Airport,Malaysia,Bakalalan,,,
BKN,,Balkanabat International Airport,Turkmenistan,Balkanabat,,,
BKO,GABS,Modibo Keita International Airport,Mali,Bamako,,,
BKP,YBAW,Barkly Downs Airport,Australia,,,,
BKQ,YBCK,Blackall Airport,Australia,Blackall,,,
BKR,FTTK,Bokoro Airport,Chad,Bokoro,,,
BKS,WIPL,Fatmawati Soekarno Airport,Indonesia,Bengkulu,,,
BKT,KBKT,Allen C Perkinson Blackstone Army Air Field,United States of America,Blackstone,,,
BKU,FMSV,Betioky Airport,Madagascar,Betioky,,,
BKW,KBKW,Raleigh County Memorial Airport,United States of America,Beaver,,,
BKX,KBKX,Brookings Regional Airport,United States of America,Brookings,,,
BKY,FZMA,Bukavu Kavumu Airport,Democratic Republic of the Congo,Kamakombe,,,
BKZ,HTBU,Bukoba Airport,Tanzania,Bukoba,,,
BLA,SVBC,General José Antonio Anzoategui International Airport,Venezuela,Barcelona,,,
BLB,MPHO,Panamá Pacífico International Airport,Panama,Panamá City,,,
BLC,FKKG,Bali Airport,Cameroon,Bali,,,
BLD,,Boulder City Municipal Airport,United States of America,Boulder City,,,
BLE,ESSD,Dala Airport,Sweden,Borlange,,,
BLF,KBLF,Mercer County Airport,United States of America,Bluefield,,,
